1    0.210163   0.12427   0.0945476  0.0852681
2.5    0.356303   0.0892299   0.0489884  0.0426003
3.5    0.453122   0.17739   0.0762247  0.0590128
5    0.193994   0.0920418   0.0412868  0.0291622
9    0.0885621   0.0593926   0.0359596  0.0295448
