5    0.238367   0.0896258   0.0581863  0.0693708
15    0.324795   0.0967889   0.0659999  0.0800192
30    0.149584   0.0771105   0.0444576  0.0490914
50    0.28557   0.093353   0.0474089  0.0617481
75    0.53586   0.12791   0.0435118  0.0862013
